# software: krepp	version: v0.8.3	invocation :/Users/asapci/Desktop/krepp/software-repository/krepp dist -i data/toy-index -q data/query_mixture.fq.gz --num-threads 4 --filter -o results/distances_filtered.tsv
SEQ_ID	REFERENCE_NAME	DIST
NC_019566.1-43079	NA	NaN
NC_021291.1-46579	Spiribacter_salinus	0.04420
NC_022664.1-49760	Spiribacter_roseus	0.01561
NC_013960.1-16626	NA	NaN
NC_007484.1-51471	Nitrosococcus_oceani	0.00001
NZ_CP186026.1-12816	Vibrio_anguillarum	0.02677
NC_013958.1-2350	NA	NaN
NC_015559.1-13192	NA	NaN
NC_019566.1-27294	NA	NaN
NC_009663.1-31413	NA	NaN
NC_008818.1-5116	NA	NaN
NZ_CP186025.1-31166	Vibrio_anguillarum	0.00001
NC_020520.1-20875	NA	NaN
NZ_CP142840.1-1698	Alteromonas_macleodii	0.00001
NC_013960.1-56440	Nitrosococcus_wardiae	0.08203
NC_009663.1-4732	NA	NaN
NC_022664.1-139192	NA	NaN
NC_022664.1-3928	Spiribacter_salinus	0.18873
NC_013960.1-152592	Nitrosococcus_oceani	0.18938
NC_008818.1-91271	NA	NaN
NZ_CP006019.1-19972	NA	NaN
NC_008818.1-40847	NA	NaN
NC_013960.1-50811	Nitrosococcus_wardiae	0.04617
NZ_CP186025.1-28750	Vibrio_anguillarum	0.00001
NC_013960.1-1448	Nitrosococcus_wardiae	0.10366
NC_022664.1-3529	NA	NaN
NZ_CP142840.1-9758	Alteromonas_macleodii	0.00001
NC_015559.1-12687	NA	NaN
NZ_CP006019.1-29147	Palaeococcus_ferrophilus	0.20580
NC_013960.1-116164	Nitrosococcus_wardiae	0.11607
NC_021291.1-18294	Spiribacter_salinus	0.00251
NC_008818.1-56229	NA	NaN
NC_022664.1-84601	NA	NaN
NZ_CP006019.1-33170	NA	NaN
NC_019566.1-56678	NA	NaN
NC_007484.1-26821	Nitrosococcus_oceani	0.00001
NC_008818.1-54618	NA	NaN
NC_013960.1-83788	Nitrosococcus_wardiae	0.12741
NC_019566.1-22013	NA	NaN
NC_008818.1-39672	NA	NaN
NC_008818.1-54595	NA	NaN
NZ_CP006019.1-21558	NA	NaN
NZ_CP186025.1-10903	Vibrio_anguillarum	0.02322
NC_021291.1-19193	Spiribacter_roseus	0.08880
NC_013960.1-166682	Nitrosococcus_oceani	0.20643
NC_008818.1-73884	NA	NaN
NZ_JBREXA010000002.1-8097	Aliivibrio_wodanis	0.00855
NC_013960.1-167014	NA	NaN
NC_008818.1-44230	NA	NaN
NC_008818.1-64697	NA	NaN
NC_007484.1-30385	Nitrosococcus_oceani	0.00001
NC_022664.1-115592	Spiribacter_roseus	0.17153
NC_015559.1-1157	Marinomonas_posidonica	0.07891
NZ_CP017057.1-18853	Erythrobacter_aurantius	0.11291
NC_015559.1-8414	NA	NaN
NC_009663.1-39122	NA	NaN
NC_019940.1-14729	NA	NaN
NC_008818.1-320	NA	NaN
NC_022664.1-57250	Spiribacter_roseus	0.16056
NC_022664.1-57250	Spiribacter_salinus	0.16122
NZ_CP186026.1-7127	NA	NaN
NC_008818.1-101900	NA	NaN
NZ_CP186025.1-5783	Vibrio_anguillarum	0.02322
NC_015387.1-3743	Candidatus_Endolissoclinum_sp	0.17209
NZ_CP006019.1-22298	NA	NaN
NC_020520.1-3379	NA	NaN
NC_022664.1-90275	Spiribacter_roseus	0.20525
NC_022664.1-90275	Spiribacter_salinus	0.18873
NC_009663.1-12906	NA	NaN
NC_008818.1-38870	NA	NaN
NC_022664.1-151181	Spiribacter_roseus	0.12138
NC_022664.1-151181	Spiribacter_salinus	0.15038
NC_013960.1-87816	NA	NaN
NC_013960.1-120695	Nitrosococcus_watsonii	0.16085
NC_013960.1-120695	Nitrosococcus_wardiae	0.13849
NC_021291.1-45460	Spiribacter_salinus	0.00001
NC_022664.1-44793	Candidatus_Endolissoclinum_sp	0.20566
NC_019940.1-8026	NA	NaN
NC_013960.1-111096	Nitrosococcus_wardiae	0.03575
NC_013960.1-49345	Nitrosococcus_wardiae	0.11254
NC_007484.1-42453	Nitrosococcus_oceani	0.01821
NC_022664.1-73577	NA	NaN
NZ_AP043870.1-21468	Psychrobacter_cryohalolentis	0.17255
NC_013960.1-23093	Nitrosococcus_wardiae	0.12968
NC_015559.1-11190	Marinomonas_posidonica	0.12831
NZ_CP186025.1-11152	Vibrio_anguillarum	0.00404
NZ_CP186025.1-11152	Aliivibrio_wodanis	0.00001
NZ_CP186025.1-11152	Aliivibrio_salmonicida	0.00001
NC_008818.1-26482	NA	NaN
NC_013960.1-114540	Nitrosococcus_wardiae	0.11041
NC_013960.1-114540	Nitrosococcus_oceani	0.08319
NC_008818.1-5133	NA	NaN
NC_022664.1-142875	Spiribacter_roseus	0.10457
NZ_CP006019.1-42875	NA	NaN
NC_013960.1-100686	NA	NaN
NZ_CP006019.1-14765	Palaeococcus_ferrophilus	0.20580
NC_007484.1-2578	Nitrosococcus_watsonii	0.00001
NC_007484.1-2578	Nitrosococcus_oceani	0.00001
NZ_CP006019.1-37171	Palaeococcus_ferrophilus	0.15642
NC_013960.1-144697	NA	NaN
NC_022664.1-141519	Spiribacter_roseus	0.13962
NC_022664.1-141519	Ilumatobacter_sp	0.20474
NC_022664.1-31326	Spiribacter_roseus	0.15553
NC_022664.1-31326	Spiribacter_salinus	0.17241
NC_019566.1-52140	NA	NaN
NC_008818.1-90760	NA	NaN
NC_022664.1-150272	NA	NaN
NC_007484.1-53115	Nitrosococcus_oceani	0.00538
NC_022664.1-46478	Spiribacter_roseus	0.13962
NC_009663.1-9197	NA	NaN
NC_020888.1-1116	Thalassolituus_oleivorans	0.01134
NC_021291.1-44511	Spiribacter_salinus	0.00001
NC_008818.1-60607	NA	NaN
NZ_CP186025.1-7416	Vibrio_anguillarum	0.00001
NZ_CP018029.1-19241	Alteromonas_mediterranea	0.00001
NC_013960.1-166972	Nitrosococcus_wardiae	0.03016
NC_022664.1-95652	NA	NaN
NZ_JBREXA010000002.1-10920	NA	NaN
NC_009663.1-52356	NA	NaN
NZ_CP186025.1-25256	Vibrio_anguillarum	0.00924
NC_008818.1-20647	NA	NaN
NC_007484.1-37717	Nitrosococcus_oceani	0.00001
NC_022664.1-144708	Spiribacter_roseus	0.13796
NC_020520.1-16651	NA	NaN
NC_020520.1-664	NA	NaN
NC_008818.1-99685	NA	NaN
NZ_CP006019.1-47430	NA	NaN
NZ_CP018029.1-28629	Alteromonas_mediterranea	0.01408
NC_022664.1-112517	Spiribacter_roseus	0.14965
NC_019566.1-59409	NA	NaN
NC_022664.1-125224	Spiribacter_roseus	0.18798
NC_022664.1-33289	Spiribacter_roseus	0.04345
NC_022664.1-60117	Erythrobacter_litoralis	0.20453
NC_013960.1-123967	NA	NaN
NC_013960.1-149889	Nitrosococcus_wardiae	0.15525
NZ_CP186025.1-14157	Vibrio_anguillarum	0.01569
NC_022664.1-7673	Spiribacter_roseus	0.02061
NC_022664.1-119234	NA	NaN
NC_009663.1-3333	NA	NaN
NC_021291.1-23276	Spiribacter_salinus	0.01443
NC_007484.1-14889	Nitrosococcus_oceani	0.00001
NC_013960.1-5159	NA	NaN
NC_007484.1-25248	Nitrosococcus_oceani	0.00001
NZ_CP006019.1-50713	NA	NaN
NC_013960.1-30691	Nitrosococcus_wardiae	0.06632
NC_009663.1-4397	NA	NaN
NC_008818.1-61839	NA	NaN
NC_015387.1-4523	NA	NaN
NC_019566.1-56849	NA	NaN
NZ_AP043870.1-4782	Psychrobacter_cryohalolentis	0.18924
NZ_CP186025.1-27899	Vibrio_anguillarum	0.00001
NZ_CP006019.1-41199	NA	NaN
NZ_CP018029.1-35423	Alteromonas_mediterranea	0.01251
NZ_CP006019.1-13836	NA	NaN
NC_022664.1-101139	Spiribacter_roseus	0.20525
NC_013960.1-161435	Nitrosococcus_wardiae	0.11254
NC_013960.1-79646	Nitrosococcus_wardiae	0.06506
NZ_CP186025.1-10153	Vibrio_anguillarum	0.04052
NC_013960.1-171883	Nitrosococcus_wardiae	0.11607
NC_007484.1-50486	Nitrosococcus_oceani	0.01136
NZ_CP006019.1-21411	NA	NaN
NC_021291.1-42159	Spiribacter_salinus	0.00001
NC_013960.1-80348	Nitrosococcus_oceani	0.09030
NC_009663.1-9881	Sulfurovum_mangrovi	0.15675
NZ_CP017057.1-18062	NA	NaN
NC_013960.1-74661	Nitrosococcus_watsonii	0.15597
NC_013960.1-74661	Nitrosococcus_wardiae	0.12119
NC_013960.1-74661	Nitrosococcus_oceani	0.15743
NC_013960.1-81997	Nitrosococcus_wardiae	0.02508
NC_022664.1-82191	NA	NaN
NZ_CP186025.1-2042	Vibrio_anguillarum	0.01620
NC_013960.1-28796	Nitrosococcus_wardiae	0.06025
NZ_CP006019.1-19913	NA	NaN
NZ_CP142840.1-7562	Alteromonas_macleodii	0.00001
NC_013960.1-39203	NA	NaN
NC_022664.1-31728	NA	NaN
NC_013960.1-36338	Nitrosococcus_wardiae	0.09447
NC_022664.1-186	Spiribacter_roseus	0.15553
NC_022664.1-186	Candidatus_Endolissoclinum_sp	0.16098
NZ_CP186025.1-30687	Vibrio_anguillarum	0.00001
NC_008818.1-62143	NA	NaN
NC_020520.1-10785	NA	NaN
NZ_JBREXA010000001.1-2158	NA	NaN
NZ_CP018029.1-22112	Alteromonas_mediterranea	0.00001
NZ_CP186025.1-4484	Vibrio_anguillarum	0.01142
NZ_CP006019.1-11437	NA	NaN
NC_013960.1-49218	NA	NaN
NZ_CP017057.1-14440	NA	NaN
NC_022664.1-49922	Spiribacter_roseus	0.05504
NC_013960.1-8664	NA	NaN
NC_022664.1-134011	NA	NaN
NC_007484.1-18650	Nitrosococcus_oceani	0.00001
NC_020520.1-11319	NA	NaN
NZ_CP006019.1-28686	NA	NaN
NC_009663.1-5437	NA	NaN
NC_011312.1-44	Aliivibrio_salmonicida	0.00001
NC_013960.1-72334	Nitrosococcus_watsonii	0.17191
NC_013960.1-28985	Nitrosococcus_wardiae	0.02042
NC_019940.1-389	NA	NaN
NC_013960.1-82948	Nitrosococcus_wardiae	0.04550
NC_021291.1-27390	NA	NaN
NC_007484.1-47794	Nitrosococcus_oceani	0.00001
NZ_CP017057.1-12538	NA	NaN
NC_019566.1-41201	NA	NaN
NC_022664.1-62350	Spiribacter_roseus	0.07179
NC_007484.1-44871	Nitrosococcus_oceani	0.00001
NZ_CP142840.1-3273	Alteromonas_macleodii	0.00001
NC_013960.1-151236	NA	NaN
NC_022664.1-98692	Spiribacter_roseus	0.17153
NC_022664.1-98692	Spiribacter_salinus	0.17241
NC_007484.1-36667	Nitrosococcus_oceani	0.00001
NC_013960.1-55594	Nitrosococcus_watsonii	0.13817
NC_013960.1-55594	Nitrosococcus_oceani	0.09834
NC_013960.1-75229	Nitrosococcus_wardiae	0.06249
NZ_CP006019.1-21769	NA	NaN
NC_022664.1-40459	NA	NaN
NZ_CP186025.1-30518	Vibrio_anguillarum	0.00001
NZ_CP018030.1-372	NA	NaN
NZ_CP018029.1-10863	Alteromonas_macleodii	0.02248
NZ_CP018029.1-10863	Alteromonas_mediterranea	0.02157
NC_022664.1-21374	Spiribacter_roseus	0.11058
NC_008818.1-50778	NA	NaN
NC_019566.1-18605	NA	NaN
NC_022664.1-132484	Spiribacter_roseus	0.13872
NC_019566.1-56977	NA	NaN
NC_009663.1-51922	NA	NaN
NC_008818.1-67520	NA	NaN
NC_022664.1-49989	NA	NaN
NC_021291.1-44528	Spiribacter_salinus	0.03145
NZ_CP018029.1-1877	NA	NaN
NC_022664.1-124638	Spiribacter_roseus	0.17154
NC_022664.1-28458	NA	NaN
NC_013960.1-147790	Nitrosococcus_wardiae	0.03752
NZ_CP018029.1-13030	NA	NaN
NZ_JBREXA010000002.1-3629	Aliivibrio_wodanis	0.00001
NC_020520.1-11139	NA	NaN
NZ_CP018029.1-11321	Alteromonas_mediterranea	0.02030
NC_013960.1-112946	Nitrosococcus_wardiae	0.02144
NC_019940.1-7591	NA	NaN
NC_022664.1-127303	Spiribacter_roseus	0.03586
NC_013960.1-32348	Nitrosococcus_watsonii	0.14014
NC_013960.1-32348	Nitrosococcus_oceani	0.10547
NC_008818.1-96470	NA	NaN
NC_013960.1-153212	Nitrosococcus_watsonii	0.17191
NC_013960.1-153212	Nitrosococcus_oceani	0.12935
NZ_CP018029.1-7497	Alteromonas_mediterranea	0.04559
NZ_CP006019.1-45257	Palaeococcus_ferrophilus	0.20580
NC_009663.1-80	NA	NaN
NC_019940.1-6040	NA	NaN
NC_013960.1-30089	NA	NaN
NC_022664.1-70306	NA	NaN
NC_008818.1-33122	NA	NaN
NC_008818.1-103150	NA	NaN
NC_007484.1-18583	Nitrosococcus_watsonii	0.02090
NC_007484.1-18583	Nitrosococcus_oceani	0.00001
NC_022664.1-51788	NA	NaN
NC_022664.1-134892	Spiribacter_roseus	0.10389
NC_011312.1-10742	Aliivibrio_salmonicida	0.00625
NC_021291.1-19959	Spiribacter_roseus	0.20525
NZ_CP186025.1-357	NA	NaN
NZ_CP018029.1-23313	Alteromonas_mediterranea	0.03584
NC_020888.1-4504	Thalassolituus_oleivorans	0.00001
NC_019566.1-17687	NA	NaN
NC_013960.1-32096	Nitrosococcus_wardiae	0.06457
NC_013960.1-107052	Nitrosococcus_wardiae	0.07526
NZ_CP186026.1-3803	NA	NaN
NC_015387.1-4148	NA	NaN
NC_009663.1-397	NA	NaN
NZ_CP186026.1-5698	Vibrio_anguillarum	0.04649
NC_007484.1-43752	Nitrosococcus_oceani	0.00001
NZ_CP006019.1-38728	NA	NaN
NZ_AP043870.1-15696	Psychrobacter_cryohalolentis	0.18924
NC_013960.1-119613	Nitrosococcus_watsonii	0.17191
NC_013960.1-119613	Nitrosococcus_wardiae	0.16038
NC_013960.1-119613	Nitrosococcus_oceani	0.12935
NC_008818.1-37550	NA	NaN
NC_013960.1-108536	Nitrosococcus_wardiae	0.07433
NC_013960.1-62321	Nitrosococcus_wardiae	0.13849
NC_008818.1-79897	NA	NaN
NC_008818.1-60041	NA	NaN
NC_013960.1-130455	Nitrosococcus_wardiae	0.08479
NC_007484.1-9247	Nitrosococcus_oceani	0.00001
NC_009663.1-158	NA	NaN
NC_019566.1-36482	NA	NaN
NC_021291.1-41377	Spiribacter_salinus	0.00001
NC_019566.1-16099	NA	NaN
NC_013960.1-14119	Nitrosococcus_wardiae	0.08471
NC_019566.1-12789	NA	NaN
NC_022664.1-118253	NA	NaN
NC_019566.1-5677	NA	NaN
NC_013960.1-120782	Nitrosococcus_wardiae	0.09447
NC_007484.1-51355	Nitrosococcus_oceani	0.02129
NC_020888.1-2406	Thalassolituus_oleivorans	0.00001
NZ_CP006019.1-9424	NA	NaN
NC_013960.1-93089	NA	NaN
NC_022664.1-6654	Spiribacter_roseus	0.01007
NC_013960.1-77030	NA	NaN
NC_013960.1-147675	NA	NaN
NC_013960.1-63460	Nitrosococcus_wardiae	0.13929
NZ_CP018029.1-26785	Alteromonas_mediterranea	0.00001
NC_021291.1-33178	Spiribacter_salinus	0.03534
NC_022664.1-48793	NA	NaN
NC_013960.1-49247	NA	NaN
NC_013960.1-84935	Nitrosococcus_wardiae	0.02825
NC_021291.1-7253	Spiribacter_salinus	0.00457
NZ_CP142840.1-1104	Alteromonas_macleodii	0.00001
NC_007484.1-30870	Nitrosococcus_oceani	0.00001
NC_022664.1-96134	NA	NaN
NC_019940.1-9760	NA	NaN
NC_007484.1-45075	Nitrosococcus_oceani	0.02194
NC_009663.1-46164	Sulfurovum_mangrovi	0.18888
NC_019940.1-3124	NA	NaN
NC_020520.1-5445	NA	NaN
NC_019566.1-30081	NA	NaN
NZ_CP017057.1-14859	NA	NaN
NC_008818.1-12627	NA	NaN
NC_008818.1-102107	NA	NaN
NC_015387.1-3388	NA	NaN
NZ_AP043869.1-68	Psychrobacter_cryohalolentis	0.09746
NC_011313.1-4697	Aliivibrio_salmonicida	0.00001
NZ_CP006019.1-28494	NA	NaN
NC_020888.1-9694	Thalassolituus_oleivorans	0.00001
NC_019940.1-5405	NA	NaN
NC_022664.1-143234	Spiribacter_roseus	0.18798
NC_015559.1-8153	NA	NaN
NZ_JBREXA010000001.1-658	Aliivibrio_wodanis	0.00701
NC_019940.1-6979	Spiribacter_roseus	0.20525
NC_008818.1-28491	NA	NaN
NC_008818.1-59813	NA	NaN
NC_007484.1-26068	Nitrosococcus_oceani	0.00001
NC_021291.1-50817	NA	NaN
NC_008818.1-48966	NA	NaN
NC_008818.1-107419	NA	NaN
NC_013960.1-134294	NA	NaN
NC_007484.1-1965	Nitrosococcus_oceani	0.00001
NC_013960.1-35763	Nitrosococcus_wardiae	0.20508
NC_009663.1-25034	NA	NaN
NC_009663.1-6523	NA	NaN
NC_008818.1-46334	NA	NaN
NC_008818.1-70679	NA	NaN
NC_007484.1-52580	Nitrosococcus_oceani	0.00001
NC_021291.1-39940	Spiribacter_salinus	0.02934
NC_007484.1-16756	Nitrosococcus_oceani	0.00001
NC_015559.1-11358	Marinomonas_posidonica	0.10450
NC_015559.1-5331	Marinomonas_posidonica	0.05784
NC_008818.1-31209	NA	NaN
NZ_CP186026.1-3934	Vibrio_anguillarum	0.02176
NC_022664.1-89901	Alteromonas_macleodii	0.15896
NZ_CP006019.1-56226	NA	NaN
NC_008818.1-107678	NA	NaN
NC_008818.1-19003	NA	NaN
NC_020888.1-6914	Thalassolituus_oleivorans	0.01108
NC_013960.1-169979	Nitrosococcus_wardiae	0.12741
NC_008818.1-92960	NA	NaN
NC_013960.1-98995	Nitrosococcus_wardiae	0.05705
NC_013960.1-42767	Nitrosococcus_wardiae	0.11254
NZ_CP006019.1-40769	NA	NaN
NC_020520.1-11124	NA	NaN
NC_008818.1-57496	NA	NaN
NC_013960.1-94843	Nitrosococcus_wardiae	0.11607
NC_020888.1-14304	Thalassolituus_oleivorans	0.12119
NC_015387.1-9982	NA	NaN
NC_022664.1-46782	NA	NaN
NC_021291.1-2331	NA	NaN
NC_015559.1-2300	Marinomonas_posidonica	0.01599
NZ_CP006019.1-22510	NA	NaN
NZ_CP017057.1-17027	NA	NaN
NC_019940.1-3464	NA	NaN
NC_013960.1-142486	Nitrosococcus_wardiae	0.08003
NZ_CP186025.1-18796	Vibrio_anguillarum	0.01569
NC_013960.1-34805	NA	NaN
NC_022664.1-19301	Spiribacter_roseus	0.12766
NC_013960.1-162465	Nitrosococcus_wardiae	0.18778
NC_013960.1-132157	Nitrosococcus_wardiae	0.13782
NC_008818.1-76987	NA	NaN
NC_013960.1-59057	Nitrosococcus_wardiae	0.00001
NC_022664.1-49707	Spiribacter_roseus	0.20525
NC_021291.1-45957	Candidatus_Endolissoclinum_sp	0.20566
NC_020888.1-5977	NA	NaN
NC_021291.1-2926	Spiribacter_salinus	0.02173
NC_013960.1-158143	Nitrosococcus_wardiae	0.11041
NC_011313.1-3570	Aliivibrio_salmonicida	0.00001
NZ_AP043870.1-18903	Psychrobacter_cryohalolentis	0.15576
NZ_CP006019.1-6707	NA	NaN
NC_015559.1-5993	NA	NaN
NC_013960.1-10171	Nitrosococcus_watsonii	0.20553
NC_013960.1-10171	Nitrosococcus_oceani	0.17265
NC_013960.1-134784	Nitrosococcus_wardiae	0.04879
NC_019566.1-20549	NA	NaN
NC_021291.1-21259	Spiribacter_salinus	0.02078
NC_021291.1-30258	Spiribacter_salinus	0.02907
NC_021291.1-28758	Spiribacter_salinus	0.03682
NC_007484.1-43302	Nitrosococcus_oceani	0.00001
NC_009663.1-15514	NA	NaN
NC_008818.1-44876	NA	NaN
NC_008818.1-60622	NA	NaN
NC_022664.1-150923	NA	NaN
NC_022664.1-19180	Spiribacter_roseus	0.09626
NC_022664.1-19180	Spiribacter_salinus	0.13054
NC_022664.1-18770	Spiribacter_roseus	0.20525
NC_022664.1-141058	NA	NaN
NC_022664.1-44137	Spiribacter_roseus	0.06983
NZ_CP006019.1-10948	Palaeococcus_ferrophilus	0.18864
NZ_CP186026.1-6122	Vibrio_anguillarum	0.00854
NC_009663.1-31238	NA	NaN
NC_008818.1-43813	NA	NaN
NC_022664.1-120641	Spiribacter_roseus	0.08016
NZ_CP006019.1-15797	NA	NaN
NC_009663.1-26984	NA	NaN
NC_022664.1-85989	Spiribacter_roseus	0.17153
NC_022664.1-150244	Spiribacter_roseus	0.17153
NC_013960.1-78566	Nitrosococcus_wardiae	0.04638
NC_008818.1-35667	NA	NaN
NC_022664.1-125356	Spiribacter_roseus	0.09473
NC_022664.1-125693	Spiribacter_roseus	0.05672
NC_022664.1-125639	NA	NaN
NC_020520.1-21633	Ilumatobacter_sp	0.20474
NC_022664.1-48689	Spiribacter_roseus	0.18798
NC_013960.1-134066	Nitrosococcus_wardiae	0.04177
NC_019566.1-10512	NA	NaN
NC_013960.1-39469	Nitrosococcus_wardiae	0.08474
NC_019566.1-13116	NA	NaN
NC_007484.1-32702	Nitrosococcus_watsonii	0.01268
NC_007484.1-32702	Nitrosococcus_oceani	0.01626
NZ_CP018029.1-1508	Alteromonas_mediterranea	0.00579
NC_007484.1-47816	Nitrosococcus_oceani	0.00001
NC_009663.1-31475	NA	NaN
NC_007484.1-11698	Nitrosococcus_oceani	0.00001
NZ_CP006019.1-53655	NA	NaN
NZ_CP017057.1-14131	Erythrobacter_litoralis	0.13778
NC_022664.1-139442	Spiribacter_roseus	0.12138
NC_020520.1-14602	NA	NaN
NC_020888.1-9090	Thalassolituus_oleivorans	0.00248
NC_007484.1-15988	Nitrosococcus_oceani	0.00001
NC_019566.1-38455	NA	NaN
NC_007484.1-11633	Nitrosococcus_oceani	0.00001
NZ_CP186025.1-6055	Vibrio_anguillarum	0.01608
NC_019566.1-38098	NA	NaN
NC_009663.1-50659	Sulfurovum_mangrovi	0.17258
NC_022664.1-59728	Spiribacter_roseus	0.18798
NC_009663.1-5831	NA	NaN
NC_022664.1-23300	NA	NaN
NC_021291.1-2942	Spiribacter_roseus	0.20525
NC_019566.1-9883	NA	NaN
NC_007484.1-18925	Nitrosococcus_oceani	0.00001
NC_022664.1-21840	Candidatus_Endolissoclinum_sp	0.14038
NZ_CP006019.1-42844	NA	NaN
NZ_CP142840.1-14719	Alteromonas_macleodii	0.00001
NC_015387.1-10710	NA	NaN
NZ_CP017057.1-16158	NA	NaN
NC_013958.1-1391	NA	NaN
NC_013960.1-23903	Nitrosococcus_wardiae	0.12968
NC_011312.1-2403	Aliivibrio_salmonicida	0.00001
NZ_JBREXA010000002.1-4226	Aliivibrio_wodanis	0.00001
NC_008818.1-75932	NA	NaN
NC_008818.1-28208	NA	NaN
NZ_CP017057.1-715	NA	NaN
NC_008818.1-59438	NA	NaN
NC_022664.1-26896	NA	NaN
NC_007484.1-10974	Nitrosococcus_oceani	0.01157
NC_011312.1-11707	Aliivibrio_salmonicida	0.00001
NC_022664.1-21698	NA	NaN
NZ_CP006019.1-37290	Palaeococcus_ferrophilus	0.00987
NC_022664.1-141691	Spiribacter_roseus	0.17153
NC_022664.1-141691	Nitrosococcus_wardiae	0.20508
NZ_JBREXA010000002.1-5735	Aliivibrio_wodanis	0.00001
NC_007484.1-24592	Nitrosococcus_oceani	0.00001
NZ_CP142840.1-8596	Alteromonas_macleodii	0.00001
NC_022664.1-9843	Spiribacter_roseus	0.17154
NC_022664.1-9843	Spiribacter_salinus	0.18873
NC_020888.1-7072	Thalassolituus_oleivorans	0.00763
NC_019566.1-43424	NA	NaN
NZ_AP043870.1-12106	NA	NaN
NC_008818.1-61809	NA	NaN
NC_019566.1-8703	NA	NaN
NC_013960.1-113651	NA	NaN
NC_022664.1-97398	NA	NaN
NC_021291.1-24947	Spiribacter_salinus	0.01180
NC_007484.1-26058	Nitrosococcus_oceani	0.01626
NC_013960.1-37863	Nitrosococcus_wardiae	0.12968
NC_013960.1-37863	Nitrosococcus_oceani	0.16180
NC_021291.1-33215	Spiribacter_salinus	0.00001
NZ_CP018029.1-11148	Alteromonas_mediterranea	0.02157
NC_013960.1-117203	NA	NaN
NC_008818.1-14844	NA	NaN
NZ_CP017057.1-240	NA	NaN
NC_013960.1-65119	Nitrosococcus_wardiae	0.05787
NC_011312.1-12146	Aliivibrio_salmonicida	0.01348
NC_013960.1-86076	Nitrosococcus_wardiae	0.12119
NC_013960.1-86076	Nitrosococcus_oceani	0.14764
NC_015387.1-977	Alteromonas_stellipolaris	0.20523
NC_007484.1-55204	Nitrosococcus_oceani	0.00001
NC_019566.1-39363	NA	NaN
NC_013960.1-90253	Nitrosococcus_wardiae	0.17129
NZ_CP018029.1-13777	Alteromonas_mediterranea	0.01174
NC_013960.1-164532	Nitrosococcus_wardiae	0.06566
NC_021291.1-13487	Spiribacter_salinus	0.00001
NC_013960.1-59944	Nitrosococcus_wardiae	0.18778
NC_009663.1-12133	NA	NaN
NC_011313.1-2038	Aliivibrio_salmonicida	0.00001
NC_013960.1-22953	Nitrosococcus_wardiae	0.07040
NC_008818.1-61755	NA	NaN
NC_022664.1-56447	NA	NaN
NC_015387.1-13323	NA	NaN
NC_022664.1-37034	Spiribacter_roseus	0.13825
NZ_CP018029.1-36940	Alteromonas_mediterranea	0.04298
NC_007484.1-47336	Nitrosococcus_oceani	0.00365
NZ_AP043870.1-12128	NA	NaN
NC_008818.1-104573	NA	NaN
NZ_CP006019.1-27713	NA	NaN
NC_013960.1-125079	Nitrosococcus_wardiae	0.02944
NZ_CP186025.1-15238	Vibrio_anguillarum	0.00001
NC_013960.1-140245	Nitrosococcus_watsonii	0.18831
NC_013960.1-140245	Nitrosococcus_wardiae	0.13849
NC_013960.1-140245	Nitrosococcus_oceani	0.17316
NC_011312.1-6810	Aliivibrio_salmonicida	0.00001
NC_022664.1-154482	Allochromatium_vinosum	0.17276
NC_022664.1-154482	Candidatus_Endolissoclinum_sp	0.18846
NC_021291.1-8866	Spiribacter_salinus	0.05007
NZ_CP142840.1-219	Alteromonas_macleodii	0.00001
NZ_CP186025.1-19069	Vibrio_anguillarum	0.00001
NZ_CP006019.1-52836	NA	NaN
NZ_CP142840.1-15083	Alteromonas_macleodii	0.00001
NC_022664.1-84437	NA	NaN
NC_019566.1-8404	NA	NaN
NC_021291.1-41842	Spiribacter_salinus	0.00989
NC_013960.1-93299	Nitrosococcus_wardiae	0.10366
NC_013960.1-84168	Nitrosococcus_wardiae	0.07851
NC_013960.1-33971	Nitrosococcus_wardiae	0.03543
NC_022664.1-89864	NA	NaN
NZ_CP017057.1-20363	NA	NaN
NC_020888.1-7907	Thalassolituus_oleivorans	0.00602
NC_008818.1-33019	Erythrobacter_aurantius	0.20538
NZ_CP006019.1-47224	NA	NaN
NZ_CP006019.1-42186	NA	NaN
NC_021291.1-14623	Spiribacter_salinus	0.02034
NC_011312.1-1637	Aliivibrio_salmonicida	0.00462
NC_013960.1-56852	Nitrosococcus_wardiae	0.13849
NC_019566.1-4064	NA	NaN
NC_013960.1-83445	Nitrosococcus_wardiae	0.14945
NC_013960.1-83445	Nitrosococcus_oceani	0.12935
NC_019566.1-16100	NA	NaN
NC_022664.1-97291	Spiribacter_roseus	0.04704
NC_013960.1-169027	Nitrosococcus_wardiae	0.09447
NC_022664.1-113774	NA	NaN
NC_020888.1-12414	Thalassolituus_oleivorans	0.03015
NC_022664.1-47084	NA	NaN
NC_013960.1-1604	Nitrosococcus_wardiae	0.12968
NC_022664.1-119401	Spiribacter_roseus	0.12766
NC_022664.1-35266	NA	NaN
NC_008818.1-19076	NA	NaN
NC_007484.1-3477	Nitrosococcus_watsonii	0.00001
NC_007484.1-3477	Nitrosococcus_oceani	0.00001
NC_013960.1-13976	Nitrosococcus_oceani	0.12935
NC_013960.1-126815	NA	NaN
NC_008818.1-3065	NA	NaN
NC_022664.1-19818	NA	NaN
NZ_CP018029.1-25514	Alteromonas_mediterranea	0.00001
NZ_CP017057.1-15847	Erythrobacter_aurantius	0.18813
